name;address;eindcijfer;conclusie;vers_van_het_mes;beroodeling;cijfer;rijping;schoonmaak;gewicht;prijs_per_stuck;prijs_per_100g;temp;vet_percentage;micro;unique_id;vollaard_id
Visspecialist Marc van Mierlo;Schootsestraat 172 - Eindhoven;1.0;Hij noemt zichzelf visspecialist maar Marco doet er slim aan snel een ander vak te kiezen. Want wie zijn Hollandse nieuwe zo mishandelt geeft zichzelf een brevet van onvermogen.;Nee;"Graten en ingewanden. De geur is niet fris; het stinkt. Bruin en geel verkleurd. De haring is minimaal een dag eerder gesneden. Uitspugen die troep.";1.0;Sterk;Matig;56;2.00;3.57;3.4;6.9;Goed;16_130;234
Kapitein Jack;Thorbeckelaan/Colijnplein - Den Haag;5.5;Als een veldheer staat de eigenaar in zijn zaak commando's naar het personeel te blaffen. Het is eerder stuitend dan vermakelijk. En voor die haring hoef je ook niet in de rij te staan.;Ja;Klanten geven hoog op van Kapitein Jack. Maar waarom? Mooie en vette haring kleurt al bruin. Aan de hartige kant. Zacht visvlees met een bittertje.;6.0;Gemiddeld;Zeer goed;55;1.90;3.45;8.5;9.3;Zeer goed;16_085;235
Visspeciaalzaak Van Schoonhoven;Marktplein 11 - Bennekom;4.0;Kwaliteit laat zich met de mond gemakkelijk belijden. Overgebleven haring ook echt verwerken in plaats van te verkopen, is een heel ander verhaal. Boefjes zijn het.;Nee;Om 09.00 uur ruim je eerst op wat van de vorige dag is overgebleven. Beetgepakt met de handen. Bruin en roze. Vooral olie en bitter. Bah!;5.0;Sterk;Goed;64;2.25;3.51;4.3;6.4;Zeer goed;17_103;236
Vishandel Cor Bosman;Donderdagmarkt - Middelburg;1.0;Nederland blijft een raar land. Je wordt gepakt als je 5 kilometer te hard rijdt maar vishandelaren mogen ongestraft dergelijke tinnef verkopen. Haal dit van de markt!;Nee;Een wee en zure lucht stijgt op als de filets uit elkaar gaan. De binnenzijde ziet bruin en cyclaam. Kleverig en zacht. Een echte baggerharing. Jakkes!;2.0;Sterk;Goed;61;1.75;2.86;7.5;8.4;Waarschuwingsfase;16_126;237
Buurman Vis;Stationsstraat 8 - Twello;8.5;Het kost een aantal jaren om het product haring onder de knie te krijgen. Deze visdetaillist weet zich elk jaar een beetje te verbeteren. Daar is leergierigheid en inzet voor nodig.;Ja;"De haring ligt er mooi bij. Strak gesneden. Zilver vanbuiten. Fris rood en blank vanbinnen. Aangerijpt; mist zilt en romigheid. Maar toch smakelijk.";8.5;Gemiddeld;Zeer goed;71;2.25;3.16;6.3;11.5;Goed;16_035;238
Vishandel Heijeplein;J.P. Heijeplein 1 - Dordrecht;7.5;Kleine buurtzaak waar het de ondernemer ongetwijfeld de nodige moeite zal kosten het hoofd boven water te houden. Een goede haring kan daarbij een prima hulpmiddel zijn.;Ja;Haring wordt met veel aandacht schoongemaakt. Dat betekent wel dat de temperatuur oploopt. Zacht en iets olieachtig. Toch nog goed te noemen.;8.0;Gemiddeld;Zeer goed;77;1.85;2.4;9.7;10.6;Voldoende;16_053_17_047;239
Visspeciaalzaak Baarssen;Groenestraat 357 - Nijmegen;1.5;Tussen prijs en kwaliteit bestaat geen enkele relatie. Baarssen scoorde al eerder erg laag en bevestigt nu dat niet met haring kan worden omgaan. Categorie 'nitwit'.;Nee;Treurig wat je hier krijgt. De gele glans voorspelt al weinig goeds. Bruin en grauw verkleurd. Zeer sterk gerijpt. Smaakt verschrikkelijk.;2.0;Sterk;Zeer goed;68;2.50;3.67;9.0;8.6;Zeer goed;16_124;240
Vishandel 't Hoogertje;Kuipersstraat 45 - Vlaardingen;4.0;17.50 uur: iedereen is aan het opruimen en wil naar huis. Dan krijgt de klant de laatste exemplaren. En die liggen al een tijdje. En zo gooi je je naam te grabbel. Zonde.;Nee;Zacht visvlees. De haring is al bruin verkleurd. Ook zijn er gele accenten te zien en dat proef je. Licht rans. En weer die vette oliesmaak.;4.5;Gemiddeld;Goed;59;2.00;3.38;8.1;10.2;Goed;16_107;241
Visscher's Zeevishandel;Weekmarkt vrijdag Melkmarkt - Zwolle;5.0;De haring ligt nog voorgesneden klaar van de vorige dag. Daarmee geeft Visscher duidelijk aan hoe hij over kwaliteit denkt. Laten we maar zeggen dat die geen prioriteit heeft.;Nee;"Op wat smurrie na goed schoongemaakt. Doorgerijpte haring. Sterk belegen smaak. Veel olie in de mond; plakt tegen gehemelte. Niet prettig.";6.0;Sterk;Goed;73;2.00;2.73;7.9;15.4;Zeer goed;16_090;242
Volendammer Vishandel Kroon;Globeplein 67 - Almere;7.5;De hele zaak straalt liefde voor het vak uit. Fraaie presentatie in mooi opgemaakte vitrine. Kroon moet nog even een iets betere partij haring oppikken en dan is het helemaal top.;Ja;Netjes schoongemaakt. Vanbuiten mooi zilver, vanbinnen mooi blank visvlees. Hapt wel lekker weg, maar mist het zilte en het romige.;7.5;Gemiddeld;Goed;88;2.25;2.55;-2.2;11.7;Zeer goed;17_052;243
Albert Heijn;Cardo 12 - Houten;2.0;Op het etiket het Europese logo voor 'Gegarandeerd Traditionele Specialiteit'. Klantenbedrog want dit maatje voldoet op geen enkele wijze aan de geldende productspecificaties.;Nee;"Ontluchten helpt niet; de haring blijft zuur en bedorven ruiken. Ontbindingsproces vergevorderd. Geel en bruin en zwart verkleurd. Rans en bitter.";2.0;Sterk;Goed;67;2 / 2.50;1.86;6.7;12.6;Voldoende;16_120;244
De Jong Visspecialist;Utrechtsestraat 50 - IJsselstein;8.0;Als enige viswinkel in IJsselstein heeft De Jong natuurlijk een naam hoog te houden. Dat doet hij op keurige wijze. Een snelle blik in de vitrine leert dat het hier ook voor de rest wel goed zit.;Ja;Hier weten ze wat schoonmaken is. Een lust voor het oog en ook de smaakpapillen komen niets tekort. Stevige, hartige, iets belegen haring.;8.0;Sterk;Zeer goed;66;2.20;3.33;5.7;14.7;Goed;17_044;245
Vishoek Maru;Villapark - Rotterdam;7.0;In elk mens schuilt een verhaal. Leer deze mensen kennen en proef iets van de hardheid en tragiek die het leven kan brengen. En dan toch doorgaan. Dat verdient bewondering.;Ja;Goed schoongemaakt. Ruikt ver weg nog iets zilt. Transparant en blank visvlees. Aan binnenzijde iets verkleurd. Geen top, maar hapt wel lekker weg.;7.0;Gemiddeld;Goed;67;2.00;2.98;6.9;10.7;Zeer goed;17_070;246
Visspeciaalzaak De Haan;Hoofdstraat 187 - Voorthuizen;2.0;Papa-mamazaakje zoals je dat nog regelmatig tegenkomt en waarbij je je afvraagt hoe het overeind blijft. In elk geval niet door deze kwaliteit te leveren. Zo jaag je je klanten weg.;Nee;"Op het pakpapier ligt een bruine vette en glibberige drab. Even diep ademhalen en toch maar proeven. Rans; boterzacht en bitter. Getver!";3.0;Sterk;Goed;59;2.10;3.55;8.9;13.1;Waarschuwingsfase;16_117;247
Vishandel Heijeplein;J.P. Heijeplein 1 - Dordrecht;8.0;Een kleine buurtzaak waar je altijd correct wordt geholpen. Er is aandacht voor de producten en voor de klanten. Als dit het algemene niveau was, zou de branche er beter voorstaan.;Ja;Vriendelijk personeel serveert een keurige haring. Mals en nog iets romig. Buitenzijde zilver. Fris en vanbinnen mooi helder rood en blank.;8.0;Gemiddeld;Goed;80;1.85;2.31;6.5;10.6;Goed;17_047_16_053;248
Visspecialist Spijkenisse;Winterakker 27 - Spijkenisse;6.5;Een Hollandse Nieuwe die je niet mag afkeuren, maar waar je de echte liefhebber ook weinig plezier mee zult doen. Het is allemaal zo middelmatig. Ga de uitdaging eens aan.;Ja;Ook deze haring heeft zijn frisheid al weer enige tijd achter de rug. Stevig visvlees. Karamel verkleurd. De bekende typisch belegen smaak.;6.5;Gemiddeld;Matig;60;2.00;3.33;6.2;7.2;Goed;17_079_16_036;249
Vis Expo;Nieuwstraat 22 - Middelharnis;3.5;Zou zo’n visdetaillist zijn eigen producten weleens proeven? Vermoedelijk niet, anders is het niet te verklaren dat dit zo over de toonbank gaat. Klanten gooien hun geld weg.;Ja;Opperhuid, lange hoofdgraat en smurrie. Bloed is donkerrood verkleurd en geeft een bittere smaak. Ruikt en smaakt ook nog rans. Treurig!;4.5;Sterk;Matig;58;1.85;3.36;12.6;9.2;Goed;17_112;250
Vishandel ‘de Goeie Ouwe Tijd’;De Loper 81 - Vlaardingen;0.5;Het oogt hier allemaal niet bijster schoon. Pakt haring met de handen beet, draagt een ring, vieze kleding. Is dit gebrek aan kennis of gewoon desinteresse?;Nee;‘Wat een preutenlucht’, roept de keurmeester spontaan. Vlezige haring, zwart verkleurd, tegen bederf aan. Huid, graten en ingewanden. Bah.;2.0;Sterk;Matig;65;1.75;2.69;11.9;10.8;Zeer goed;17_133;251
Visgilde Rijsemus;Kamperfoelielaan 55-57 - Ede;4.5;Een ooit gerenommeerde viswinkel laat de boel een beetje de boel. Zoals ze zeggen: een goede reputatie komt te voet en gaat te paard. Oftewel: werk aan de winkel.;Ja;Ook hier is het frisse wel weg. Alle positieve elementen zijn verdwenen. De haring kleurt reebruin. Een hap levert een mond vol bittere olie op. Bah!;5.0;Gemiddeld;Goed;64;2.25;3.51;8.6;12.2;Zeer goed;16_098;252
024 Vis;Zwaneveld 8020 - Nijmegen;5.5;De scheidslijn tussen een voldoende en een onvoldoende kan soms flinterdun zijn. Op smaak valt het muntje de goede kant op. Maar een scherpere werkhouding is noodzakelijk.;Nee;Tikkeltje belegen haring die alle frisse componenten achter zich heeft gelaten. Binnenzijde bruin verkleurd. Zo’n beetje de middelmaat.;7.0;Licht;Goed;77;2.75;3.57;8.9;4.6;Slecht;17_086;253
Het Neusje van de Zalm;Molenplein 12 - Heerenveen;3.0;in de winkel een spontaan taallesje hoe je vijf zoute haringen in het Fries bestelt: ‘Fiif sâlte hjerring.’ Voor de termen bitter, tranig en karamel blijft de vertaling achterwege.;Nee;Aardige verkoopster, maar wat over de toonbank gaat, is prut. Ruikt naar traan. Karamel en bruin verkleurd. Ook nog bitter. Vies ding.;3.5;Gemiddeld;Zeer goed;72;2.25;3.12;8.2;12.7;Zeer goed;17_118;254
Volendammer Vishandel Johan Schilder;Europaboulevard 361 - Alkmaar;9.0;Het is altijd een lust voor het oog om een vakman aan het werk te zien. Johan Schilder laat niet voor het eerst zien dat hij weet waar hij mee bezig is. Oordeel zelf.;Ja;Hollandse nieuwe ligt erbij als een plaatje. Je ruikt de zee. Mooi blank en fris rood. In de smaak komen zilt en romig terug. Kortom: een toppertje.;9.0;Gemiddeld;Zeer goed;79;2.00;2.53;4.1;13.0;Zeer goed;16_019_17_029;255
De Graaf's Visspecialiteiten;Westwal 6 - Leerdam;8.5;Leerdammers mogen blij zijn met een dergelijke viswinkel in de gemeenschap. Hoewel de zenuwen toeslaan met het AD in de winkel wordt toch een goede prestatie geleverd. Top!;Ja;Ruikt en oogt fris. Perfect schoongemaakt. Buitenzijde zilver en witte speklaag Van binnen fris rood en blank. Op smaak iets belegen. Gewoon goed.;8.5;Gemiddeld;Zeer goed;69;2.25;3.26;3.3;15.7;Zeer goed;16_030_17_004;256
Fijnvishandel Santpoort aan Zee;Broekbergenlaan 44 - Santpoort;8.5;Deze winkel staat bij de lokale bevolking bekend als goed, maar wel aan de prijzige kant. Dat kan hier overigens wel lijden. Geld neerleggen voor slechte kwaliteit is altijd veel duurder.;Ja;Nette Nieuwe waarin alle positieve kenmerken nog in meer of mindere mate terug te vinden zijn. Iets zilt en romig. Best wel smakelijk hapje.;8.5;Gemiddeld;Zeer goed;79;2.40;3.03;6.2;9.6;Zeer goed;17_033;257
Urker Visspecialiteiten Baarssen;Noorderwagenplein 10 - Lelystad;5.5;De zaak ademt de sfeer van het bekende gooi- en smijtwerk. Alles gaat razendsnel, maar de zorgvuldigheid lijkt daarmee het kind van de rekening. In feite een tientje weggegooid hier.;Nee;Graten, huid en smurrie. Het snellere schoonmaakwerk. De haring is alles kwijt wat het beestje zo aantrekkelijk maakt. Korrelig en olieachtig.;5.5;Gemiddeld;Matig;82;2.25;2.71;6.1;10.0;Zeer goed;17_093;258
Marqt;Ceintuurbaan 402 - Amsterdam;4.0;Vermoedelijk is de omloopsnelheid van Hollandse nieuwe hier niet erg hoog. De verkoper mist ervaring met en kennis over dit product. Maar dat weten de meeste klanten niet.;Ja;Verkoper doet er eindeloos over om vier haringen te snijden en laat huid en graten en soep zitten. Bruin verkleurd. Klef vet en olieachtig. Onaangenaam.;5.0;Gemiddeld;Matig;76;1.99;2.61;10.4;9.2;Zeer goed;16_105;259
Vishandel M.&F.van de Groep;Weekmarkt zaterdag Tjalmastraat - Doetinchem;4.0;Om 08.30 uur het eerste adres van de dag. Een uitstekend harinkje om het ontbijt weer omhoog te laten komen. Niet aan denken dat je deze haring een paar uur later koopt.;Nee;Haring lijkt bewerkt met een bijl. Happen vlees missen maar heeft wel huid en te lange graat. Bruin verkleurd. Vet en olieachtig met bittere nasmaak.;5.5;Sterk;Matig;50;1.90;3.8;12.8;15.0;Zeer goed;16_104;260
Albert Heijn;Burgemeester Cortenstraat 8 - Maastricht;1.5;Het filiaal wordt om 19.00 uur beleverd en AD verwacht daarom om 19.55 uur een frisse haring. Dat pakt anders uit. AH lijkt de productie/logistiek maar niet onder de knie te krijgen.;Nee;Rafelige rand. Ruikt zuur. Filets kleven aan elkaar. Plakkers. Lijkenkleur. Zeer vet en olieachtig. Blijft plakken aan gehemelte. Ook erg rans. Brrr.;2.0;Sterk;Goed;62;2 /1.99;1.6;9.1;12.7;Zeer goed;16_125;261
Vispaleis 't Spil;t Spil 33a - Monnickendam;4.0;Een verkooppunt dat een schande is voor de branche. Veel ziet er vies uit en er wordt niet hygienisch gewerkt. Alsof de tijd hier decennialang heeft stilgestaan. Weg hier.;Nee;Ruikt als nat karton. Man pakt de haring met de handen en veegt die af aan smoezelige kleding. Werkt buiten zonder koeling. Haring bruin en vet.;6.0;Sterk;Goed;72;2.25;3.12;10.7;8.7;Waarschuwingsfase;16_102;262
Visspecialist R. Bijl;Broersveld 113b - Schiedam;4.5;Het komt steeds op hetzelfde neer: wie dit verkoopt als een Hollandse nieuwe zet zichzelf voor joker. Wonder boven wonder accepteren klanten het ook nog. Niet doen!;Ja;"Haring waaruit alle aangename eigenschappen zijn verdwenen. Ruikt al iets rans en dat is ook te proeven. Erg belegen en vet; mond vol olie.";4.5;Sterk;Goed;49;1.90;3.87;6.6;14.0;Goed;16_101;263
Lindsey's Visspeciaalzaak;Veldpoortstraat 12 - Wijk bij Duurstede;5.0;Net vier weken open en dan al op voor de ultieme proef. Beschouw het als een leermoment - vooral op het gebied van hygiene. Pak de uitdaging op en doe er je voordeel mee.;Ja;"De dertiende in een dozijn met een te lang verblijf in de emmer. Zacht visvlees; onvoldoende koud en daardoor de oliesmaak die je niet wilt.";6.0;Sterk;Matig;58;2.20;3.79;7.1;15.5;Waarschuwingsfase;16_089_17_034;264
t Visboertje;Kraam Bergse Dorpsstraat /Argonautenweg - Rotterdam;0.0;"Hoogst onverantwoord hoe 't Visboertje werkt. Geen koeling; een vieze kledderzooi. Deze haring voer je nog niet aan de zeeleeuwen in Blijdorp. Sluiten die tent. En wel onmiddellijk.";Nee;"Graten. Vuil van de plank en ingewanden. Ruikt wee en naar zoet bederf. Donkerrood tot zwart gekleurd bloed. Doorgerijpt; muf; vet; klef en rans.";1.0;Sterk;Matig;52;2.50;4.8;10.8;7.6;Zeer goed;16_137;265
Poisson & Cuisine De Molen;Meester Snijderweg 55 - Stellendam;4.0;In de winkel hangt een penetrante en overheersende lucht van schoonmaakmiddel. Maar voor een haring hoef je hier niet aan te leggen. Verspilling van tijd en geld.;Nee;Ruikt net zo belegen als hij smaakt. Donkerrood. Bruin en geel. Plakt en heeft een muffe smaak. Grens van afkeurenswaardig overschreden.;5.0;Sterk;Goed;79;1.85;2.34;9.1;6.2;Waarschuwingsfase;16_103;266
Visgilde John Vermaas;Mia van IJperenplein 101 - Rotterdam;8.97;Op zijn eigen wijze timmert John Vermaas al vele jaren aan de weg, waarbij hij Kwaliteit met een hoofdletter in het vaandel heeft staan. Heeft duidelijke mening over straatverkoop.;Ja;En weer een haring waarop eigenlijk niets aan te merken valt. Alle positieve kenmerken zijn in meer of mindere mate aanwezig. Gewoon goed.;8.97;Gemiddeld;Zeer goed;64;2.00;3.12;5.4;10.8;Zeer goed;17_024;267
Spakenburgse Vishandel Vathorst;Cruquius 98 - Amersfoort;2.0;Ze bestaan dus nog: Spakenburgse cowboys. Zaak en personeel ademen een sfeer van onverschilligheid en gebrekkige bedrijfsvoering. Jammer want een goede viswinkel op dit punt.;Nee;"Hoofdgraat veel te lang; ook veel overige graten. Ruikt erg gerijpt. Rans en olie. Rotzooi. Vieze kleding. Geld wordt met handschoenen aangepakt.";3.0;Gemiddeld;Matig;53;2.20;4.15;10.3;11.0;Goed;16_121;268
Vishandel Ben van Doesburg;Franciscusdreef 47 - Utrecht;4.5;Zaak van het betere gooi- en smijtwerk. Vieze kleding. Handen vol ringen en smoezelige doekjes. Verkooppunt dat je het liefst vergeet. Geen winkel om naar terug te keren.;Ja;Huid en graten en vuil van de snijplank. Haring ruikt naar gebakken vis. Bruin verkleurd en doorgerijpt. Zacht en papperig visvlees. Smaakt ook rans.;5.0;Sterk;Matig;65;1.95;3.0;7.2;16.5;Zeer goed;16_095;269
Visspeciaalzaak Havenzicht;Bisschopsmolenstraat 96 - Etten-Leur;9.0;Een paar jaar geleden opende Havenzicht de deuren. Vanaf het begin is het niveau hoog geweest. Knap als je dat voor elkaar krijgt. Ga vooral zo door.;Ja;Een topadres waar gewoon elke haring vers van het mes komt. Met zorg en aandacht behandeld. Mals en zilt en nog iets romig.;9.0;Gemiddeld;Zeer goed;62;2.20;3.54;3.9;15.5;Zeer goed;16_018;270
Haringshop Eudokiaplein;Eudokiaplein - Rotterdam;6.0;Straatverkopers zoals je die alleen in Rotterdam en omgeving gedurende een paar weken per jaar kunt aantreffen. Een folkloristische manier van doen, in feite niet van deze tijd.;Ja;Opperhuid, een te lange hoofdgraat en niet strak gesneden. Te hoge temperatuur en dat proef je. Hartig, gerijpt en pekelsmaak.;6.5;Gemiddeld;Matig;63;1.80;2.85;9.4;7.0;Goed;17_084;271
Boni;Noordbargerstraat 5 - Emmen;0.0;De enige conclusie na zoveel jaren testen is dat het management alleen naar de opbrengst en niet naar de kwaliteit kijkt. Oftewel: niets nieuws onder de zon. Schandalig!;Nee;"Haring of regenboogforel? Het beestje heeft alle kleuren: geel en bruin; cyclaam; karamel en wit. Doods; rans; grauw en flets. En - detail - is niet te eten.";0.0;Bedorven;Goed;69;2 / 2.49;1.8;2.5;9.0;Zeer goed;16_139;272
Vishandel Gebroeders Simonis;Visafslagweg 20 - Den Haag;10.0;Team-Simonis stond weken op scherp 'zoals wij dat het hele jaar willen zijn'. Wie de lat voor zichzelf hoog legt en eroverheen kan springen is een terechte winnaar.;Ja;Dennis Simonis selecteert. Zoon Jordy beslist. Beyhan Turk tovert met haar mes en de rest is geschiedenis. Zonder twijfel de beste haring.;10.0;Gemiddeld;Zeer goed;61;1.85;3.03;2.6;14.2;Zeer goed;16_001_17_003;273
Visspecialist Martin den Heijer;Fahrenheitstraat 656 - Den Haag;8.97;Mooie viswinkel waar het goed toeven is. Ook dit keer laat Martin den Heijer zien dat hij het hele proces van de Hollandse Nieuwe onder de knie heeft. Hij weet waar hij mee bezig is.;Ja;Vakmensen aan het werk zien: altijd een genoegen. De geur is zilt, het visvlees mooi blank en de smaak zoals een Hollandse Nieuwe kan smaken.;8.97;Licht;Zeer goed;75;1.95;2.6;5.6;13.2;Zeer goed;17_025_16_020;274
Vishandel Ruud den Haan;Oudedijk 145 - Rotterdam;10.0;Op hun eigen rustige manier werken de gebroeders Den Haan aan hun zaak. En hun uitstekende haring is daarbij een geweldige reclame. Probeer het maar eens.;Ja;Een goede haring is geen toeval maar een kwestie van vakmanschap. Dat wordt hier in de praktijk gebracht. Mals, zilt en romig. Beslist top!;10.0;Gemiddeld;Zeer goed;77;2.25;2.92;3.3;12.0;Zeer goed;17_001_16_009;275
Visgilde Gebroeders De Block;Raadhuisplein 57a - Krimpen aan den IJssel;9.5;Gebroeders De Block bewijzen al jarenlang dat zij de haring in hun vingers hebben. Zo lang aan de top meedraaien is geen toeval - daar komt vakmanschap en inzet bij kijken.;Ja;Haringsnijdster levert schitterend werk. Hollandse nieuwe met een lekkere bite. Alle bekende superlatieven zijn ook hier weer van toepassing.;9.5;Gemiddeld;Zeer goed;63;2.20;3.49;4.1;10.6;Zeer goed;16_007;276
Visspeciaalzaak Gebroeders De Block;Raadhuisplein 57 a - Krimpen a/d IJssel;7.5;Als detaillist kun je bij je groothandel je eigen partij uitzoeken, maar je bent toch afhankelijk van wat er voorhanden is. Klaarblijkelijk heeft De Block dit jaar een beetje pech gehad.;Ja;Haring ziet er goed uit, maar valt op smaak een beetje tegen. Water-en-windbeestje zonder specifieke negatieve of positieve eigenschappen.;7.5;Groen;Zeer goed;62;2.20;3.54;5.6;12.7;Zeer goed;17_056;277
Visgilde Oosterschelde;Lombardenstraat 2 - Bergen op Zoom;9.5;Martha Schot en zoon Arie staan als een rots in de branding. Visgilde Oosterschelde is een van de weinige viszaken buiten de Randstad waar de waar altijd in orde is.;Ja;Hollandse nieuwe zoals Hollandse nieuwe bedoeld is. Hier vieren je smaakpapillen hun eigen feestje. Is er toevallig nog eentje extra over?;9.5;Gemiddeld;Zeer goed;58;2.10;3.62;1.5;14.6;Goed;16_006;278
Vis.;Lange Baan 34 - Nootdorp;9.0;Jonge ondernemer beseft dat haring een van de pijlers is waarop de zaak drijft en doet er alles aan zich op dit punt te onderscheiden. Dat doet hij prima. Ga maar proeven.;Ja;Ondanks de zenuwen zeer goed schoongemaakt. Ruikt fris en zilt. Op zowel binnen- als buitenzijde is niets aan te merken. Geweldige smaak.;9.0;Gemiddeld;Zeer goed;62;2.25;3.62;5.3;13.9;Zeer goed;16_023_17_020;279
Vishandel Atlantic;Levendaal 118 - Leiden;8.97;Meervoudig oud-winnaar Atlantic laat een steekje vallen. Op dit niveau kunnen ook kleine vergissingen ‘fataal’ zijn. Misschien het eerste signaal dat de scherpte niet meer optimaal is?;Ja;De haring op zich is uitstekend van smaak, maar het plezier wordt vergald doordat de kopgraten niet zijn verwijderd. Dat eet heel vervelend.;8.97;Licht;Goed;72;1.60;2.22;2.0;12.5;Zeer goed;17_014_16_002;280
Vishandel Ruud den Haan;Oudedijk 145 - Rotterdam;9.03;De nummer 2 van vorig jaar handhaaft zich in de bovenste regionen. Kleine winkel waar Kwaliteit en Klantvriendelijkheid nog met een hoofdletter worden geschreven.;Ja;Den Haan maakt de hooggespannen verwachtingen waar met een Hollandse nieuwe die smelt op de tong. Wat kan haring toch lekker zijn.;9.03;Gemiddeld;Zeer goed;71;2.25;3.16;1.9;13.4;Zeer goed;16_009_17_001;281
Visgilde De Zeeland;Markiezaatsweg 11 b - Bergen op Zoom;9.9;Met schitterende, pas geopende winkel in voormalige suikerfabriek geeft de familie Schot fantastisch visitekaartje af. Kwaliteit op het hoogste niveau.;Ja;De vakkundige handen van Martha Schot toveren weer een plaatje tevoorschijn. Een lust voor oog en smaakpapillen. Echt geweldig.;9.9;Gemiddeld;Zeer goed;75;2.10;2.8;2.7;13.7;Zeer goed;17_002;282
Vishandel Simonis;Visafslagweg 20 - Den Haag;9.8;Dennis en zoon Jordi zetten beste hun beentje weer voor. Kwaliteit is geen toeval, maar hard werken en bewijs van vakmanschap. Na winst in 2015 en 2016 wederom een topprestatie.;Ja;Hoge bomen vangen veel wind en elk jaar komen er mails dat de haring bij Simonis tegenvalt. Onzin. Absolute topkwaliteit. Beslist proeven.;9.8;Gemiddeld;Zeer goed;76;1.85;2.43;2.5;12.3;Zeer goed;17_003_16_001;283
Vis.;Lange Baan 34 - Nootdorp;8.97;Groot respect voor jonge ondernemers als eigenaar Niels van de Coterlet. Harde werkers die niet alleen een mooie zaak opbouwen, maar ook bereid zijn te leren en kennis op te doen.;Ja;Fris en zilt. Zilver met een mooie speklaag. Spierweefsel aan buitenzijde iets verkleurd, maar dat is eigen aan dit type haring. Op smaak mals en iets romig.;8.97;Gemiddeld;Zeer goed;71;2.25;3.16;3.1;12.6;Zeer goed;17_020_16_023;284
Visspecialist Martin den Heijer;Fahrenheitstraat 656 - Den Haag;9.0;Mooie recent geopende viszaak met schitterend interieur. Als je dan ook nog eens een uitstekend maatje geserveerd krijgt weet je dat je een nieuw topadres hebt ontdekt.;Ja;Den Heijer werd bij wijze van spreken met een haring in zijn mond geboren. Dan weet je waarmee je bezig bent en dat blijkt. Gewoon erg goed.;9.0;Gemiddeld;Zeer goed;54;2.00;3.7;4.3;18.8;Goed;16_020_17_025;285
Vishandel Atlantic;Levendaal 118 - Leiden;9.97;Atlantic grijpt net naast de hoofdprijs. Geen schande want de concurrentie wordt elk jaar groter. Na drie eerste plaatsen in voorgaande jaren wederom een topprestatie.;Ja;Atlantic dubde lang welke partij van de groothandel zou worden betrokken. Vanzelfsprekend pakte de keuze goed uit. Topharing. Ga proeven!;9.97;Gemiddeld;Zeer goed;66;1.75;2.65;2.0;13.5;Zeer goed;16_002_17_014;286
Mediterranee;Vierambachtstraat 135 - Rotterdam;8.0;Geen vork gebruikt, vuil op de vloer, geen schone bedrijfskleding, handschoenen dragen maar wel geld aanpakken. Signalen dat het met de hygiëne beter kan. Wees daarop attent.;Nee;Jammer dat de haring niet vers van het mes wordt gesneden. Wordt met blote handen van de schaal gepakt. Iets belegen, wel goed van smaak.;8.5;Licht;Zeer goed;76;1.60;2.1;4.7;11.4;Goed;17_035;287
Volendammer Vishandel Koning;Bogaardplein 10 - Rijswijk;9.97;Lastig verwerkbare haring bezorgt Koning menig zweetdruppeltje. Het tekent de vakman dat hij zich ook onder die omstandigheden in de top weet te handhaven.;Ja;Fanatieke visdetaillist zoekt tot op het laatste moment naar de ideale partij haring. Die Vindt hij. Hij vertrouwt de nieuwe leverancier en scoort!;9.97;Gemiddeld;Zeer goed;66;1.95;2.95;4.2;14.6;Zeer goed;16_003_17_008;288
LKKR;Tsjaikovskistraat 1 - Rhoon;7.5;Onwillekeurig heb je bij een verkooppunt een bepaald verwachtingspatroon. Vooraf was LKKR dan ook hoger ingeschat. Niet slecht, maar het kan gewoon zoveel beter.;Nee;Mals is nog de beste eigenschap. Voor de rest is al het frisse wel verdwenen. Vanbinnen iets bruin verkleurd. Ook een licht zoete bijsmaak.;7.5;Gemiddeld;Zeer goed;65;2.50;3.89;2.9;12.9;Zeer goed;17_053;289
Schmidt Zeevis;Matlingeweg 333 - Rotterdam;9.5;Vanuit het nieuwe onderkomen - met Rotterdamse flair gebouwd in de vorm van een schip - geeft Schmidt een fraai visitekaartje af. Oprechte felicitaties dat dit is gelukt.;Ja;Schmidt zet zijn beste beentje voor met perfect gesneden topharing. Komt een fractie tekort op 'romig' maar wie daarover valt is een zeurpiet.;9.5;Gemiddeld;Zeer goed;73;2.50;3.42;1.5;1.3;Zeer goed;16_005_17_006;290
Volendammer Vishandel Koning;Bogaardplein 10 - Rijswijk;9.3;Kees Koning is al meer dan tien jaar een vaste waarde in de top 10. Dat zegt alles over zijn inzet, passie en vakmanschap. Een visdetaillist zoals je die niet vaak zult tegenkomen.;Ja;Fris en zilt, zeer goed schoongemaakt. Glanzend zilver vanbuiten, transparant en blank vanbinnen. Prima haring met een mooie volle smaak.;9.3;Gemiddeld;Zeer goed;74;2.00;2.7;2.9;11.6;Zeer goed;17_008_16_003;291
